biomass_taro_future_ssp126,duration_taro_future_ssp126,duration_tef_historical_ssp370,duration_soybean_future_ssp370,yield_fonio_future_ssp370,yield_fonio_future_ssp126,duration_taro_future_ssp370,duration_tomato_historical_ssp370,duration_tef_future_ssp370,biomass_taro_historical_ssp370,duration_fonio_historical_ssp370,yield_groundnut_historical_ssp370,biomass_sesame_historical_ssp370,duration_soybean_historical_ssp370,yield_tomato_future_ssp370,biomass_sesame_future_ssp370,biomass_sesame_future_ssp126,yield_taro_future_ssp126,duration_cowpea_future_ssp126,biomass_tef_future_ssp370,biomass_groundnut_future_ssp126,biomass_tomato_historical_ssp370,yield_maize_future_ssp370,yield_maize_historical_ssp370,duration_tomato_future_ssp370,biomass_groundnut_historical_ssp370,biomass_maize_future_ssp370,biomass_sorghum_historical_ssp370,yield_tomato_future_ssp126,yield_tomato_historical_ssp370,yield_sesame_historical_ssp370,yield_sorghum_historical_ssp370,biomass_fonio_future_ssp126,biomass_cowpea_future_ssp370,duration_fonio_future_ssp126,duration_cowpea_future_ssp370,yield_tef_future_ssp370,duration_sesame_historical_ssp370,yield_soybean_future_ssp370,duration_tef_future_ssp126,yield_sesame_future_ssp126,yield_tef_future_ssp126,yield_maize_future_ssp126,yield_groundnut_future_ssp126,biomass_tomato_future_ssp370,yield_tef_historical_ssp370,biomass_soybean_future_ssp126,biomass_tef_future_ssp126,biomass_groundnut_future_ssp370,duration_sesame_future_ssp126,yield_soybean_historical_ssp370,duration_cowpea_historical_ssp370,yield_taro_historical_ssp370,duration_groundnut_future_ssp370,yield_sorghum_future_ssp370,duration_taro_historical_ssp370,biomass_soybean_historical_ssp370,duration_groundnut_historical_ssp370,biomass_fonio_future_ssp370,yield_fonio_historical_ssp370,duration_maize_historical_ssp370,yield_cowpea_future_ssp126,biomass_tef_historical_ssp370,duration_sorghum_future_ssp370,duration_sorghum_historical_ssp370,duration_sorghum_future_ssp126,biomass_sorghum_future_ssp370,yield_sorghum_future_ssp126,duration_maize_future_ssp370,biomass_taro_future_ssp370,duration_tomato_future_ssp126,biomass_cowpea_future_ssp126,duration_fonio_future_ssp370,biomass_tomato_future_ssp126,yield_cowpea_future_ssp370,yield_cowpea_historical_ssp370,yield_soybean_future_ssp126,duration_sesame_future_ssp370,yield_taro_future_ssp370,yield_groundnut_future_ssp370,duration_groundnut_future_ssp126,duration_maize_future_ssp126,biomass_maize_future_ssp126,biomass_fonio_historical_ssp370,duration_soybean_future_ssp126,biomass_maize_historical_ssp370,biomass_sorghum_future_ssp126,biomass_soybean_future_ssp370,yield_sesame_future_ssp370,biomass_cowpea_historical_ssp370,id
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"416"
,,,,,,,,,,,,,,,,,,,,,,56.027,117.982,,,164.902,,,,,,,,,,,,,,,,66.661,,,,,,,,,,,,,,,,,,50.833,,,,,,,,41.527,,,,,,,,,,,,,44.366,196.08,,,347.13,,,,,"417"
,,,,,,,,,,,,,,,,,,,,,,88.982,171.176,,,261.625,,,,,,,,,,,,,,,,114.027,,,,,,,,,,,,,,,,,,50.121,,,,,,,,40.393,,,,,,,,,,,,,43.286,335.554,,,503.417,,,,,"418"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"419"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"420"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"421"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"422"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"423"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"424"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"425"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"426"
,,89.892,77.38,,,,161,84.142,,,,,88.315,110.625,,,,,3764.433,,148.684,144.112,271.083,160.925,,423.957,,79.775,75.85,,,,,,,715.233,,1147.81,87.617,,661.183,212.992,,216.867,601.608,3436.647,3480.058,,,1161.528,,,,,,3318.713,,,,73.991,,3166.317,,,,,,59.974,,161,,,156.466,,,1202.827,,,,,65.517,626.353,,82.086,797.112,,3279.518,,,"427"
,,90.508,88.33,,,,161,84.658,,,2225.87,,99.806,329.742,,,,5.733,4928.433,6905.018,336.483,492.776,697.972,161,6359.472,1449.224,1568.093,205.767,171.608,,533.185,,150.508,,10.533,936.375,,2028.491,88.467,,858.525,542.543,2416.732,646.45,788.425,5728.304,4518.85,7249.893,,1975.843,4.133,,150.322,686.552,,5645.37,182.676,,,80.416,25.208,4149.575,59.871,64.37,61.543,2019.379,628.026,64.491,,161,49.492,,403.466,75.692,12.55,2004.902,,,2537.446,166.072,70.267,1595.784,,92.161,2053,1847.112,5795.75,,24.117,"428"
,,90.558,89.716,,,,161,85.066,,,1991.064,,101.139,335.833,,,,4.667,4915.725,6728.295,322.742,559.302,746.963,161,5688.722,1644.931,1564.676,237.858,164.608,,531.972,,106.55,,8.4,934.016,,1865.396,88.758,,856.742,611.448,2354.928,658.608,779.184,5530.681,4509.184,6786.598,,1813.176,4.666,,159.652,701.698,,5180.685,188.732,,,82.898,14.783,4100.842,61.552,65.907,63.37,2063.853,649.147,67.836,,161,28.592,,466.384,53.742,15.05,1935.707,,,2375.348,175.911,73.388,1798.31,,94.896,2196.963,1909.267,5329.922,,29.142,"429"
,,90.592,93.345,,,,161,85.3,,,1876.408,,102.074,161.933,,,,5.2,4135.058,6535.295,200.733,430.086,612.889,161,5361.204,1265.06,1164.102,130.45,102.416,,395.815,,65.542,,7.866,785.692,,1862.302,88.808,,723.4,480.181,2287.303,317.534,662.65,5353.836,3807.225,6572.286,,1683.028,5.2,,171.08,561.362,,4808.63,196.046,,,83.241,13.434,3487.6,61.198,64.509,62.991,1651.155,504.319,69.888,,161,25.908,,255.758,33.225,11.584,1873.802,,,2300.33,187.625,74.75,1412.259,,97.483,1802.713,1483.284,5320.888,,22.208,"430"
,,90.258,98.172,,,,161,85.308,,,1792.084,,105.352,128.842,,,,4.134,3551.883,6337.518,197.842,454.336,623.63,161,5120.352,1336.284,945.009,113.966,100.9,,321.334,,41.775,,7.333,674.85,,1950.129,88.175,,617.416,541.233,2218.125,252.709,571.992,5466.655,3249.516,6814.857,,1688.741,4.133,,188.179,466.216,,4825.065,207.981,,,84.991,7.083,3010.542,62.164,65.157,63.888,1371.06,423.017,73.603,,161,13.183,,223.533,21.367,5.608,1913.302,,,2385.178,205.777,77.948,1591.819,,101.578,1834.194,1244.25,5571.853,,10.258,"431"
,,90.433,106.302,,,,161,85.983,,,2174.694,,114.056,116.767,,,,3.6,3358.633,7394.544,225.541,733.06,934.732,161,6213.491,2156.104,1088.658,112.867,115.017,,370.055,,20.883,,5.2,638.133,,2327.112,88.65,,590.808,929.284,2588.107,228.925,548.883,6423.233,3109.692,8243.322,,1990.75,2.533,,210.777,553.629,,5687.833,223.787,,,90.732,5.125,2888.858,67.474,70.481,69.207,1628.345,500.578,78.845,,161,9.258,,221.358,10.908,1.975,2248.104,,,2885.152,228.428,83.897,2733.181,,109.862,2749.222,1472.336,6649.017,,2.958,"432"
,,90.45,107.845,,,,161,86.192,,,2127.565,,116.009,152.216,,,,3.066,3228.2,7197.902,291.858,858.302,1009.963,161,6078.806,2524.448,1107.287,167.875,148.884,,376.51,,6.7,,3.066,613.325,,2366.198,88.667,,574.208,1022.138,2519.241,298.492,533.45,6586.362,3021.917,7984.84,,2060.528,2.533,,216.446,541.328,,5887.139,228.232,,,92.5,3.15,2807.716,68.25,72.324,70.181,1592.06,491.155,80.25,,161,5.325,,329.225,3.833,1.833,2305.138,,,2794.678,234.5,85.63,3006.293,,111.707,2970.38,1444.44,6760.629,,2.683,"433"
,,90.941,115.914,,,,161,88.858,,,2068,,123.852,168.083,,,,3.066,3492.8,7483.143,312.425,1252.457,1350.806,161,5908.667,3683.543,1423.852,173.5,159.308,,484.129,,7.634,,3.066,663.617,,2637.327,90.325,,621.558,1438.19,2619.054,329.583,569.858,7272.604,3271.275,8381.741,,2244.083,2.533,,235.526,677.759,,6411.463,239.593,,,100.167,3.084,2999.016,75.328,80.472,77.258,1993.388,626.793,87.931,,161,5.166,,340.134,4.308,1.692,2545.414,,,2933.589,254.375,92.759,4229.819,,119.569,3972.889,1843.569,7535.379,,2.408,"434"
,,90.875,119.112,,,,161,88.375,,,1902.648,,127.972,178.766,,,,2,2956.3,6366.25,359.808,1416.285,1375.556,161,5436.176,4165.448,1097.537,171.975,183.525,,373.194,,2.967,,2.533,561.708,,2545.38,89.992,,519.525,1608.561,2228.205,350.575,476.492,6755.509,2734.3,7463.679,,2185.611,2,,248.107,521.189,,6244.537,247.306,,,104.463,1,2507.875,75.276,81.046,76.397,1532.879,449.888,92.957,,161,1,,337.192,1.975,0.992,2364.414,,,2612.268,265.866,97.345,4731.173,,121.681,4045.703,1323.138,7272.526,,1,"435"
,,90.866,121.681,,,,161,88.55,,,2161.5,,131.287,228.658,,,,3.066,3087.525,7296.812,475.192,1668.914,1770.361,161,6175.944,4908.586,1350.824,225.758,242.317,,459.25,,5.833,,3.066,586.642,,2756.56,89.925,,555.584,1937.776,2553.857,448.483,512.817,7379.776,2924.05,8318.09,,2368.426,2.533,,241.357,628.94,,6766.982,242.889,,,108.12,2.975,2699.016,78.172,84.787,79.354,1849.681,542.966,95.914,,161,4.966,,442.65,3.408,1.658,2582.922,,,2911.286,258.518,100.345,5699.336,,124.629,5206.991,1596.836,7876.018,,2.317,"436"
,,91,131.845,,,,161,90.733,,,,,142.926,294.833,,,,2.533,3807.008,,541.816,2872.638,2870.065,161,,8449.035,2291.287,275.625,276.308,,779.037,,1,,2,723.308,,3374.328,90.975,,673.292,3183.81,,578.1,595.384,9036.69,3543.55,,,2853.768,2.533,,,1013.147,,8153.583,,,,117.509,2.283,3133.434,88.293,96.722,90.379,2979.75,904.258,103.595,,161,3.575,,540.442,1,1.692,3162.819,,,,,109.095,9364.129,,135.621,8441.324,2659.612,9641.043,,2.392,"437"
,,91,134.216,,,,161,90.766,,,,,146.482,296.05,,,,,3867.875,,563.483,3171,3307.454,161,,9326.466,2494.833,269.475,287.367,,848.25,,,,,734.866,,3425.155,90.975,,687.483,3516.828,,580.467,612.392,9377.526,3618.517,,,2941.417,,,,1047.13,,8404.111,,,,121.482,,3222.942,90.707,100.796,93.707,3079.724,971.103,107.052,,161,,,528.4,,,3282.146,,,,,112.241,10343.672,,139.302,9727.935,2856.129,9786.06,,,"438"
,,91,142.586,,,,161,90.934,,,,,156.259,332.083,,,,,4105.316,,620.475,3683.767,3822.722,161,,10834.663,2878.556,307.908,316.467,,978.732,,,,,779.975,,3596.732,91,,721.284,4038.017,,651.15,620.267,9951.345,3796.05,,,3126.231,,,,1140.302,,8932.093,,,,129.88,,3264.683,98.095,111.63,103.129,3353.914,1095.957,113.871,,161,,,603.667,,,3482.992,,,,,119.664,11876.578,,149.181,11243.25,3223.362,10276.569,,,"439"
,,91,153.517,,,,161,90.975,,,,,169.5,454.492,,,,,4473.292,,811.917,4322.345,4569.982,161,,12712.767,3292.639,396.25,414.058,,1119.491,,,,,849.934,,3900.043,91,,765.983,4676.569,,891.192,651.35,10785.086,4031.2,,,3504.602,,,,1263.922,,10013.195,,,,136.24,,3428.508,106.328,123.481,111.992,3717.517,1213.233,119.845,,161,,,776.908,,,3774.776,,,,,125.75,13754.474,,161.474,13441.13,3568.371,11142.88,,,"440"
,,91,161.129,,,,161,90.9,,,4412.398,,180.926,1116.575,,,,5.2,5679.008,15360.027,1623.933,5049.336,5079.518,161,12606.972,14851.078,3557.685,930.125,828.216,,1209.611,,136.5,,7.334,1079.033,,4447.871,91,,960.6,5174.871,5376.027,2189.408,806.55,12218.026,5055.95,16755.723,,3975.361,5.2,,284.634,1386.19,,11358.268,273.093,,,132.454,32.775,4245.142,106.535,122.741,112.155,4077.138,1331.448,117.81,,161,64.608,,1823.775,68.7,21.884,4276.345,,,5864.527,302.732,122.707,15220.233,,169.138,14939.916,3915.862,12708.112,,42.842,"441"
,,90.692,137.181,,,,161,87.108,,,5205.083,,152.204,1111.458,,,,22.266,5154.508,17363.696,1757.616,4162.466,4572.824,161,14871.658,12242.456,3197.722,946.684,896.35,,1087.278,,976.325,,36.134,979.392,,4052.716,89.808,,919.358,4424.112,6077.286,2179.317,852.9,11394.207,4838.75,18265.446,,3792.435,18.533,,228.42,1202.33,,10835.482,230.796,,,114.583,238.016,4488.825,86.839,97.908,90.822,3536.438,1163.893,103.491,,161,475.375,,1856.25,488.375,165.583,3987.957,,,6392.875,243.822,107.396,13012.164,,143.19,13449.509,3423.08,11579.104,,330.434,"442"
,,81.492,108.077,,,,161,73.775,,,6335.093,,122.194,1996.65,,,,51.6,5938.408,19308.777,3290.625,2707.81,3631.407,159.766,18100.334,7964.121,3164.361,1769.8,1678.225,,1075.861,,2486.625,,56.384,1128.267,,3332.026,77,,1082.617,3081.793,6758.089,3914.95,1032.725,9804.44,5698.008,18682.652,,3458.315,45.2,,167.705,1145.794,,9880.833,187.648,,,92.565,1079.025,5435.5,69.598,76.815,72.357,3370.062,1134.446,81.104,,160.908,2157.8,,3470.234,1243.334,854.067,3431.56,,,6538.902,180.572,85.328,9064.129,,113.56,10680.546,3336.634,9520.034,,1707.767,"443"
,,,99.716,,,,,,,,5934.389,518.842,111.833,,632.75,521.842,,61.542,,17056.83,,2568.957,3255.333,,16955.426,7555.69,2867.093,,,103.758,974.824,,1778.184,,62.875,,104.675,2958.103,,104.375,,2846.586,5969.928,,,8691.078,,16255.455,102.017,3115.083,56.333,,149.946,1006.5,,8900.241,170.926,,,83.815,791.683,,65.152,71.296,67.044,2960.313,987.652,74.37,,,1583.267,,,889.1,761.392,3041.888,100.175,,5689.42,159.893,77.198,8372.474,,104.034,9574.482,2904.938,8451.724,126.583,1522.583,"444"
,,,,,,,,,,,4958.74,545.216,,,631.192,508.025,,65.408,,15056.33,,2671.457,2944.389,,14167.87,7857.302,,,,109.017,,,1930.717,,65.842,,103.825,,,101.575,,2875.19,5269.795,,,,,14052.438,100.208,,62.225,,151.509,,,,165.75,,,83.426,858.366,,,,,,,76.94,,,1716.7,,,965.358,843.25,,98.233,,4918.393,159.027,79.095,8456.466,,,8659.954,,,126.225,1686.425,"445"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"446"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"447"
,,,,,,,,,,,,,,,,,,,,,,106.607,133.722,,,313.598,,,,,,,,,,,,,,,,113.634,,,,,,,,,,,,,,,,,,71.908,,,,,,,,66.357,,,,,,,,,,,,,68.125,334.295,,,393.389,,,,,"448"
,,,,,,,,,,,,,,,,,,,,,,99.17,104.444,,,291.464,,,,,,,,,,,,,,,,87.634,,,,,,,,,,,,,,,,,,69.963,,,,,,,,64.509,,,,,,,,,,,,,66.321,257.678,,,307.111,,,,,"449"
,,,,,,,157.15,,,,,,,1.217,,,,,,,2.216,60.92,92.685,159.717,,179.384,,1.942,1.133,,,,,,,,,,,,,61.857,,2.475,,,,,,,,,,,,,,,,61.482,,,,,,,,53.134,,161,,,3.85,,,,,,,,55.536,182.125,,,272.694,,,,,"450"
,,,,,,,,,,,,,,,,,,,,,,11.58,22.842,,,34.473,,,,,,,,,,,,,,,,12.438,,,,,,,,,,,,,,,,,,53.018,,,,,,,,44.741,,,,,,,,,,,,,47.045,36.991,,,67.676,,,,,"451"
,,,,,,,,,,,,,,,,,,,,,,39.92,108.398,,,117.482,,,,,,,,,,,,,,,,45.92,,,,,,,,,,,,,,,,,,52.389,,,,,,,,43.178,,,,,,,,,,,,,45.572,135.143,,,318.676,,,,,"452"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"453"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"454"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"455"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"456"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"457"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"458"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"459"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"460"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"461"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"462"
,,,,,,,161,,,,,,,350.116,,,,,,,366.584,,,160.783,,,,221.008,186.959,,,,,,,,,,,,,,,686.466,,,,,,,,,,,,,,,,,,,,,,,,,,160.958,,,433.367,,,,,,,,,,,,,,,,,"463"
,,89.375,84.786,,,,161,81.525,,,2099.12,,96.333,377.908,,,,,5160.075,6597.58,412.675,538.043,838.602,160.834,5997.491,1582.44,1737.435,290.067,210.458,,590.713,,,,,980.383,,1944.286,85.792,,907.558,571.905,2309.178,740.975,834.167,5563.152,4776.75,6754.42,,1914.51,,,139.768,722.19,,5469.954,172.167,,,77.546,,4390.4,58.612,63.657,60.259,2124.034,650.483,61.095,,160.967,,,568.767,,,1947.08,,,2364.026,153.286,66.354,1682.172,,88.554,2466.482,1913.241,5555.125,,,"464"
,,89.583,89.455,,,,,81.883,,,2048.777,,99.861,,,,,8.4,5196.342,6755.794,,1277.215,1423.361,,5853.611,3756.526,1845.741,,,,627.556,,261.975,,14.266,987.325,,2122.866,86.1,,909.116,1345.578,2364.536,,837.817,5941.911,4784.842,6907.83,,2010.982,7.334,,149.357,776.078,,5745.648,179.593,,,77.046,52.167,4409.625,61.155,66.037,62.586,2282.587,701.155,64.914,,,103.417,,,131.4,33.4,2079.616,,,2417.741,163.482,69.465,3957.534,,93.044,4186.352,2062.345,6065.438,,65.908,"465"
,,89.558,93.643,,,,,81.858,,,2006.806,,102.167,,,,,8.4,4497.275,6640.339,,1137.233,1185.741,,5733.722,3344.733,1435.759,,,,488.167,,175.716,,14.267,854.533,,2153.955,86.05,,784.142,1153.069,2324.125,,728.725,5871.402,4127.058,6881.848,,1960.324,6.267,,159.759,648.897,,5600.861,186.935,,,79.639,36.842,3835.5,61.078,64.991,62.302,1908.543,562.966,68.638,,,72.775,,,88.267,19.192,2054.955,,,2408.634,173.438,72.759,3391.336,,96.036,3487.5,1655.819,6154.107,,37.45,"466"
,,89.225,96.31,,,,161,82.492,,,2087,,104.685,134.725,,,,6.267,3621.883,6814.446,222.85,493.56,710.148,161,5963.055,1451.595,1087.704,111.2,113.625,,369.843,,63.658,,9.466,688.158,,2002.215,85.933,,632.992,548.776,2385.08,264.133,590.466,5566.81,3331.708,7253.196,,1839.278,5.2,,176.794,509.845,,5255.055,199.528,,,83.148,14.658,3107.842,61.5,65.222,62.914,1499.629,449.147,70.785,,161,28.392,,218.083,32.292,9.342,1948.362,,,2538.634,191.812,74.801,1613.992,,99.328,2088.704,1321.026,5720.561,,17.75,"467"
,,90.458,110.125,,,,161,85.008,,,2569.25,,118.611,165.134,,,,4.133,4072.817,8869.839,281.066,981.681,1383.056,161,7340.843,2887.362,1689.222,151.483,143.308,,574.306,,52.25,,6.266,773.834,,2669.589,88.684,,717.234,1181.94,3104.42,323.85,665.192,7272.794,3774.534,9397.33,,2318.157,3.066,,204.776,777.5,,6623.296,219.834,,,93.046,10.433,3500.992,70.862,75.834,72.914,2286.742,719.931,79.052,,161,19.9,,297.017,26.575,4.8,2545.5,,,3289.08,222.652,84.095,3476.19,,112.875,4067.806,2117.405,7627.196,,8.617,"468"
,,90.233,107.474,,,,161,85.167,,,2238.621,,115.648,127.717,,,,3.066,3398.233,7448.072,275.958,904.828,1112.87,161,6396.102,2661.276,1143.814,129.041,140.717,,388.852,,19.008,,4.666,645.667,,2327.233,88.008,,599.3,1070.836,2606.839,250.45,561.534,6545.293,3154.167,8101.66,,2076.435,2.533,,209.929,559.026,,5932.584,223.963,,,92.472,3.508,2955.617,68.285,72.694,70.362,1644.121,509.267,80.19,,161,6.034,,253.05,9.984,2.092,2290.879,,,2835.589,227.178,84.81,3149.578,,111.224,3273.185,1497.896,6649.138,,3.192,"469"
,,89.3,101.112,,,,161,82.508,,,2111.676,,109.417,135.008,,,,4.667,3310.341,6846.884,280.058,732.431,958.88,161,6033.5,2154.224,1086.509,123.933,142.85,,369.416,,28.358,,6.266,628.975,,2171.81,85.892,,580.625,826.578,2396.375,264.667,547.817,6064.948,3056.1,7260.554,,1989.917,2.533,,188.455,500.12,,5685.5,207.166,,,87.204,8.008,2883.375,63.905,68.148,65.302,1470.923,450.052,74.043,,161,15.058,,243.025,14.65,2.125,2122.724,,,2541.223,203.812,78.56,2431.112,,104.517,2820.176,1323.655,6205.12,,3.25,"470"
,,90.175,106.81,,,,161,84.7,,,2450.676,,115.352,188.8,,,,4.666,3753.825,8051.018,308.441,1184.293,1456.148,161,7001.898,3483.121,1601.546,156.367,157.267,,544.546,,35.542,,5.733,713.2,,2584.845,87.983,,664.492,1304.991,2817.768,370.216,621.567,7237.966,3497.575,8838.089,,2358.342,2.533,,195.794,709,,6738.028,212.306,,,93.055,9.166,3271.467,69.612,74.889,71.198,2085.31,648.293,79.474,,161,17.367,,306.65,18.233,2.333,2533.285,,,3093.321,210.884,84.035,3838.129,,110.138,4282.722,1906.742,7385.327,,3.675,"471"
,,90.258,113.44,,,,161,85.258,,,2697.491,,122.315,230.975,,,,5.2,3653.958,8737.518,387.8,1572.284,1863.843,161,7706.926,4624.448,1717.056,205.325,197.8,,583.76,,39.358,,6.266,694.284,,2775.448,88.117,,647.292,1895.207,3058.152,452.883,608.725,7718.698,3406.834,9678.009,,2522.815,2.533,,208.072,731.026,,7208,220.065,,,99.139,10.842,3203.717,73.621,79.778,75.371,2150.086,685.724,86.457,,161,20.725,,402.633,20.15,2.342,2701.517,,,3387.25,222.83,91.241,5574.224,,116.5,5481.834,2016.724,7929.802,,3.692,"472"
,,90.975,127.233,,,,161,88.65,,,3316.815,,138.852,403.8,,,,4.133,4594.225,10836.465,601.534,2828.974,3172.342,161,9476.583,8320.569,2840.028,339.634,306.8,,965.583,,44.375,,4.667,872.85,,3560.638,90.441,,809.6,3232.828,3792.804,791.767,738.017,9728.724,4261.15,12299.812,,3172.139,2.533,,233.09,1145.224,,9063.176,236.741,,,112.111,12.25,3884.125,85.543,94.963,87.983,3368.319,1062.164,97.888,,161,23.533,,665.975,22.666,3.225,3405.043,,,4304.928,249.554,102.957,9508.44,,131.034,9330.444,3124.008,10173.242,,5.458,"473"
,,91,128.112,,,,161,89.542,,,2958.111,,140.056,335.225,,,,4.133,4277.008,9878.393,562.742,3036.742,3413.074,161,8451.676,8931.586,2771.018,300.658,286.975,,942.139,,28.933,,4.133,812.642,,3487.207,90.725,,755.966,3518.121,3457.42,657.3,692.975,9613.664,3978.659,10928.322,,3119.435,2.533,,236.982,1108.242,,8912.732,239.26,,,114.166,10.866,3646.967,86.56,96.546,89.492,3259.664,1028.112,100.698,,161,20.767,,589.458,14.958,2.833,3364.828,,,3824.928,254.66,106,10347.448,,133.12,10038.38,3023.922,9963.5,,4.675,"474"
,,91,139.733,,,,161,90.792,,,,,154.37,241.358,,,,,3926.792,,509.675,3285.19,3634.296,161,,9662.362,2832.278,252.158,259.95,,963,,,,,746.092,,3568.008,90.983,,689.15,3745.819,,473.217,607.9,9898.672,3626.742,,,3195.13,,,,1099.94,,9128.963,,,,126.528,,3199.492,96.112,109.176,100.621,3235.129,1042.457,110.931,,161,,,494.333,,,3464.534,,,,,116.888,11017.164,,146.508,10689.287,3065.914,10194.422,,,"475"
,,91,158.242,,,,161,91,,,,,176.389,410.458,,,,,4483.392,,738.417,4356.526,4645.222,161,,12813.241,3341.046,370.767,376.617,,1136.037,,,,,851.858,,3954.931,91,,745.375,4690.518,,804.825,622.842,11002.888,3922.933,,,3603.268,,,,1266.017,,10295.296,,,,139.843,,3278.092,109.793,129.444,116.414,3723.457,1220.87,122.052,,161,,,727,,,3850.957,,,,,128.457,13795.638,,167.543,13662.361,3590.836,11299.724,,,"476"
,,91,143.862,,,,161,89.916,,,4891.055,,161.796,868.475,,,,7.867,5404.075,16298.848,1301.3,4413.5,4755.611,161,13974.435,12980.879,3484.194,761.217,663.625,,1184.657,,254.442,,11.6,1026.808,,4234.75,90.883,,937.983,4719.974,5704.607,1702.884,826.858,11767.672,4936.75,17287.866,,3914.843,4.666,,252.286,1339.293,,11185.277,249.861,,,120.157,61.775,4351.658,95.164,107.796,99.25,3939,1275.026,107.241,,161,122.658,,1492.584,127.642,20.142,4118.716,,,6050.688,271.143,111.845,13882.233,,150.716,13987.028,3750.052,12099.112,,39.3,"477"
,,90.15,124.827,,,,161,84.2,,,5238.296,,138.908,971.691,,,,22.8,5241.291,16847.804,1515.458,3460.819,4123.815,161,14966.481,10178.819,3248.638,859.85,772.942,,1104.574,,1033.791,,35.6,995.875,,3756.741,88.025,,937.442,3853.802,5896.696,1905.225,876.716,10669.905,4934.175,17030.956,,3641.083,20.133,,203.696,1215.5,,10403.018,215.416,,,105.815,275.583,4614.208,82.276,91.806,85.518,3574.957,1168.595,94.56,,161,550.484,,1686.05,517.133,202.2,3734.422,,,5960.839,220.393,98.707,11334.888,,130.414,12128.805,3437.026,10733.603,,403.692,"478"
