exp,long,lat,baseline_yield,ssp126_gfdl_av,ssp370_gfdl_av,ssp126_ipsl_av,ssp370_ipsl_av,ssp126_gfdl_pc,ssp370_gfdl_pc,ssp126_ipsl_pc,ssp370_ipsl_pc
119878,-1.25,6.75,1591,1332,1545,1111,1402,-16.28,-2.89,-30.17,-11.88
119878,-1.25,6.75,1483,1283,1540,1290,1287,-13.49,3.84,-13.01,-13.22
119878,-1.25,6.75,1554,1542,1270,1148,1445,-0.77,-18.28,-26.13,-7.01
119878,-1.25,6.75,1613,1650,1420,1312,1106,2.29,-11.97,-18.66,-31.43
119878,-1.25,6.75,1547,1557,1522,1538,1050,0.65,-1.62,-0.58,-32.13
119878,-1.25,6.75,1482,1477,1494,1474,1406,-0.34,0.81,-0.54,-5.13
119878,-1.25,6.75,1545,1434,1525,1626,1083,-7.18,-1.29,5.24,-29.9
119878,-1.25,6.75,1466,906,1606,1518,1174,-38.2,9.55,3.55,-19.92
119878,-1.25,6.75,1554,1583,1520,1510,1245,1.87,-2.19,-2.83,-19.88
119878,-1.25,6.75,1543,1533,1570,1326,973,-0.65,1.75,-14.06,-36.94
119878,-1.25,6.75,1541,1656,1538,1539,1241,7.46,-0.19,-0.13,-19.47
119878,-1.25,6.75,1623,1033,1462,1622,1175,-36.35,-9.92,-0.06,-27.6
119879,-0.75,6.75,1457,1571,1599,1469,1542,7.82,9.75,0.82,5.83
119879,-0.75,6.75,1594,1254,1631,1593,1421,-21.33,2.32,-0.06,-10.85
119879,-0.75,6.75,1440,860,1693,1448,1465,-40.28,17.57,0.56,1.74
119879,-0.75,6.75,1689,1548,1712,1528,1130,-8.35,1.36,-9.53,-33.1
119879,-0.75,6.75,1533,1429,1426,1476,1298,-6.78,-6.98,-3.72,-15.33
119879,-0.75,6.75,1576,1459,1384,1503,1025,-7.42,-12.18,-4.63,-34.96
119879,-0.75,6.75,1632,1615,1436,1329,1385,-1.04,-12.01,-18.57,-15.13
119879,-0.75,6.75,1529,1690,1467,969,1185,10.53,-4.05,-36.63,-22.5
119879,-0.75,6.75,1618,1257,1572,1054,1352,-22.31,-2.84,-34.86,-16.44
119879,-0.75,6.75,1455,1282,1562,1302,1170,-11.89,7.35,-10.52,-19.59
119879,-0.75,6.75,1525,1548,1205,1055,1375,1.51,-20.98,-30.82,-9.84
119879,-0.75,6.75,1586,1510,1414,1245,991,-4.79,-10.84,-21.5,-37.52
119879,-0.75,6.75,1543,1570,1563,1581,967,1.75,1.3,2.46,-37.33
119879,-0.75,6.75,1515,1422,1511,1445,1329,-6.14,-0.26,-4.62,-12.28
119879,-0.75,6.75,1555,1431,1571,1640,951,-7.97,1.03,5.47,-38.84
119879,-0.75,6.75,1486,858,1616,1499,1045,-42.26,8.75,0.87,-29.68
119879,-0.75,6.75,1548,1616,1446,1538,1223,4.39,-6.59,-0.65,-20.99
119879,-0.75,6.75,1563,1464,1603,1306,901,-6.33,2.56,-16.44,-42.35
119879,-0.75,6.75,1550,1698,1511,1517,1114,9.55,-2.52,-2.13,-28.13
119879,-0.75,6.75,1644,1026,1386,1643,1105,-37.59,-15.69,-0.06,-32.79
119880,-0.25,6.75,1585,1633,1711,1563,1615,3.03,7.95,-1.39,1.89
119880,-0.25,6.75,1703,1398,1742,1650,1525,-17.91,2.29,-3.11,-10.45
119880,-0.25,6.75,1604,879,1830,1498,1597,-45.2,14.09,-6.61,-0.44
119880,-0.25,6.75,1800,1692,1849,1726,1052,-6,2.72,-4.11,-41.56
119880,-0.25,6.75,1685,1589,1566,1553,1284,-5.7,-7.06,-7.83,-23.8
119880,-0.25,6.75,1686,1591,1563,1636,955,-5.63,-7.3,-2.97,-43.36
119880,-0.25,6.75,1763,1767,1569,1405,1473,0.23,-11,-20.31,-16.45
119880,-0.25,6.75,1647,1781,1574,1099,1204,8.14,-4.43,-33.27,-26.9
119880,-0.25,6.75,1725,1427,1708,1086,1409,-17.28,-0.99,-37.04,-18.32
119880,-0.25,6.75,1532,1331,1679,1468,1168,-13.12,9.6,-4.18,-23.76
119880,-0.25,6.75,1633,1682,1320,1221,1352,3,-19.17,-25.23,-17.21
119880,-0.25,6.75,1663,1471,1539,1357,918,-11.55,-7.46,-18.4,-44.8
119880,-0.25,6.75,1655,1691,1709,1676,910,2.18,3.26,1.27,-45.02
119880,-0.25,6.75,1643,1337,1562,1533,1301,-18.62,-4.93,-6.7,-20.82
119880,-0.25,6.75,1640,1502,1717,1772,875,-8.41,4.7,8.05,-46.65
119880,-0.25,6.75,1579,778,1676,1633,991,-50.73,6.14,3.42,-37.24
119880,-0.25,6.75,1671,1686,1540,1625,1346,0.9,-7.84,-2.75,-19.45
119880,-0.25,6.75,1624,1595,1713,1452,855,-1.79,5.48,-10.59,-47.35
119880,-0.25,6.75,1673,1847,1685,1529,1054,10.4,0.72,-8.61,-37
119880,-0.25,6.75,1811,917,1587,1742,1142,-49.36,-12.37,-3.81,-36.94
119881,0.25,6.75,1632,1781,1716,1568,1662,9.13,5.15,-3.92,1.84
119881,0.25,6.75,1689,1659,1742,1725,1612,-1.78,3.14,2.13,-4.56
119881,0.25,6.75,1679,1504,1817,1558,1637,-10.42,8.22,-7.21,-2.5
119881,0.25,6.75,1801,1765,1819,1773,1161,-2,1,-1.55,-35.54
119881,0.25,6.75,1686,1681,1600,1611,1359,-0.3,-5.1,-4.45,-19.4
119881,0.25,6.75,1633,1695,1658,1632,1107,3.8,1.53,-0.06,-32.21
119881,0.25,6.75,1740,1783,1682,1507,1580,2.47,-3.33,-13.39,-9.2
119881,0.25,6.75,1688,1740,1610,1223,1317,3.08,-4.62,-27.55,-21.98
119881,0.25,6.75,1709,1647,1705,1216,1495,-3.63,-0.23,-28.85,-12.52
119881,0.25,6.75,1638,1467,1674,1427,1342,-10.44,2.2,-12.88,-18.07
119881,0.25,6.75,1640,1784,1543,1333,1531,8.78,-5.91,-18.72,-6.65
119881,0.25,6.75,1674,1770,1581,1402,1122,5.73,-5.56,-16.25,-32.97
119881,0.25,6.75,1627,1741,1720,1680,1114,7.01,5.72,3.26,-31.53
119881,0.25,6.75,1679,1689,1563,1558,1418,0.6,-6.91,-7.21,-15.54
119881,0.25,6.75,1633,1607,1738,1779,1040,-1.59,6.43,8.94,-36.31
119881,0.25,6.75,1655,1040,1708,1680,1194,-37.16,3.2,1.51,-27.85
119881,0.25,6.75,1680,1721,1590,1688,1402,2.44,-5.36,0.48,-16.55
119881,0.25,6.75,1608,1789,1730,1416,1008,11.26,7.59,-11.94,-37.31
119881,0.25,6.75,1727,1839,1709,1625,1208,6.49,-1.04,-5.91,-30.05
119881,0.25,6.75,1741,1155,1663,1765,1241,-33.66,-4.48,1.38,-28.72
120599,-0.75,6.25,1532,1679,1514,1444,1551,9.6,-1.17,-5.74,1.24
120599,-0.75,6.25,1472,1316,1515,1508,1449,-10.6,2.92,2.45,-1.56
120599,-0.75,6.25,1408,1044,1549,1409,1424,-25.85,10.01,0.07,1.14
120599,-0.75,6.25,1703,1587,1656,1578,1146,-6.81,-2.76,-7.34,-32.71
120599,-0.75,6.25,1490,1469,1418,1481,1356,-1.41,-4.83,-0.6,-8.99
120599,-0.75,6.25,1524,1514,1436,1446,1068,-0.66,-5.77,-5.12,-29.92
120599,-0.75,6.25,1614,1624,1423,1409,1399,0.62,-11.83,-12.7,-13.32
120599,-0.75,6.25,1504,1567,1410,1073,1236,4.19,-6.25,-28.66,-17.82
120599,-0.75,6.25,1537,1262,1457,1135,1433,-17.89,-5.2,-26.15,-6.77
120599,-0.75,6.25,1496,1317,1485,1215,1264,-11.97,-0.74,-18.78,-15.51
120599,-0.75,6.25,1500,1545,1265,1061,1485,3,-15.67,-29.27,-1
120599,-0.75,6.25,1468,1491,1420,1297,1053,1.57,-3.27,-11.65,-28.27
120599,-0.75,6.25,1466,1528,1500,1536,989,4.23,2.32,4.77,-32.54
120599,-0.75,6.25,1493,1428,1443,1428,1426,-4.35,-3.35,-4.35,-4.49
120599,-0.75,6.25,1487,1340,1553,1579,985,-9.89,4.44,6.19,-33.76
120599,-0.75,6.25,1466,932,1561,1452,1284,-36.43,6.48,-0.95,-12.41
120599,-0.75,6.25,1478,1557,1475,1479,1259,5.35,-0.2,0.07,-14.82
120599,-0.75,6.25,1437,1490,1537,1284,1156,3.69,6.96,-10.65,-19.55
120599,-0.75,6.25,1501,1608,1426,1491,1255,7.13,-5,-0.67,-16.39
120599,-0.75,6.25,1558,1156,1472,1579,1234,-25.8,-5.52,1.35,-20.8
120600,-0.25,6.25,1601,1906,1641,1591,1748,19.05,2.5,-0.62,9.18
120600,-0.25,6.25,1603,1599,1643,1654,1622,-0.25,2.5,3.18,1.19
120600,-0.25,6.25,1599,1525,1706,1534,1581,-4.63,6.69,-4.07,-1.13
120600,-0.25,6.25,1858,1755,1818,1779,1352,-5.54,-2.15,-4.25,-27.23
120600,-0.25,6.25,1654,1609,1580,1625,1534,-2.72,-4.47,-1.75,-7.26
120600,-0.25,6.25,1654,1694,1629,1659,1252,2.42,-1.51,0.3,-24.3
120600,-0.25,6.25,1700,1789,1630,1590,1541,5.24,-4.12,-6.47,-9.35
120600,-0.25,6.25,1666,1665,1578,1415,1473,-0.06,-5.28,-15.07,-11.58
120600,-0.25,6.25,1663,1612,1603,1433,1664,-3.07,-3.61,-13.83,0.06
120600,-0.25,6.25,1674,1570,1611,1384,1541,-6.21,-3.76,-17.32,-7.95
120600,-0.25,6.25,1673,1720,1581,1358,1713,2.81,-5.5,-18.83,2.39
120600,-0.25,6.25,1633,1717,1603,1472,1347,5.14,-1.84,-9.86,-17.51
120600,-0.25,6.25,1622,1660,1666,1645,1249,2.34,2.71,1.42,-23
120600,-0.25,6.25,1643,1681,1598,1584,1625,2.31,-2.74,-3.59,-1.1
120600,-0.25,6.25,1629,1582,1707,1733,1219,-2.89,4.79,6.38,-25.17
120600,-0.25,6.25,1621,1253,1707,1658,1597,-22.7,5.31,2.28,-1.48
120600,-0.25,6.25,1641,1700,1624,1666,1506,3.6,-1.04,1.52,-8.23
120600,-0.25,6.25,1569,1694,1705,1557,1500,7.97,8.67,-0.76,-4.4
120600,-0.25,6.25,1656,1768,1593,1650,1540,6.76,-3.8,-0.36,-7
120600,-0.25,6.25,1770,1465,1694,1710,1469,-17.23,-4.29,-3.39,-17.01
120601,0.25,6.25,1689,1640,1607,1535,1551,-2.9,-4.85,-9.12,-8.17
120601,0.25,6.25,1588,1505,1648,1629,1569,-5.23,3.78,2.58,-1.2
120601,0.25,6.25,1684,1357,1692,1558,1582,-19.42,0.48,-7.48,-6.06
120601,0.25,6.25,1774,1736,1810,1717,1080,-2.14,2.03,-3.21,-39.12
120601,0.25,6.25,1634,1584,1562,1547,1311,-3.06,-4.41,-5.32,-19.77
120601,0.25,6.25,1585,1658,1622,1520,1041,4.61,2.33,-4.1,-34.32
120601,0.25,6.25,1639,1752,1574,1494,1525,6.89,-3.97,-8.85,-6.96
120601,0.25,6.25,1619,1645,1482,982,1219,1.61,-8.46,-39.35,-24.71
120601,0.25,6.25,1623,1487,1613,1133,1475,-8.38,-0.62,-30.19,-9.12
120601,0.25,6.25,1557,1342,1589,1360,1174,-13.81,2.06,-12.65,-24.6
120601,0.25,6.25,1619,1668,1335,1100,1430,3.03,-17.54,-32.06,-11.67
120601,0.25,6.25,1576,1683,1495,1322,962,6.79,-5.14,-16.12,-38.96
120601,0.25,6.25,1588,1635,1643,1634,972,2.96,3.46,2.9,-38.79
120601,0.25,6.25,1628,1487,1393,1433,1394,-8.66,-14.43,-11.98,-14.37
120601,0.25,6.25,1604,1465,1666,1706,858,-8.67,3.87,6.36,-46.51
120601,0.25,6.25,1557,745,1626,1580,1141,-52.15,4.43,1.48,-26.72
120601,0.25,6.25,1625,1690,1542,1618,1341,4,-5.11,-0.43,-17.48
120601,0.25,6.25,1486,1668,1641,1307,1032,12.25,10.43,-12.05,-30.55
120601,0.25,6.25,1621,1760,1567,1513,1150,8.57,-3.33,-6.66,-29.06
120601,0.25,6.25,1728,818,1529,1694,1205,-52.66,-11.52,-1.97,-30.27
