exp,long,lat,baseline_yield,ssp126_gfdl_av,ssp370_gfdl_av,ssp126_ipsl_av,ssp370_ipsl_av,ssp126_gfdl_pc,ssp370_gfdl_pc,ssp126_ipsl_pc,ssp370_ipsl_pc
114115,-2.75,10.75,1885,1842,1411,1943,1663,-2.28,-25.15,3.08,-11.78
114115,-2.75,10.75,1767,1979,1775,1701,1683,12,0.45,-3.74,-4.75
114115,-2.75,10.75,1742,1823,1870,1767,1540,4.65,7.35,1.44,-11.6
114115,-2.75,10.75,1766,1870,1881,1381,1392,5.89,6.51,-21.8,-21.18
114115,-2.75,10.75,1834,1997,1902,1588,1786,8.89,3.71,-13.41,-2.62
114115,-2.75,10.75,1819,1795,1712,1754,1644,-1.32,-5.88,-3.57,-9.62
114115,-2.75,10.75,1802,1840,1801,1800,1431,2.11,-0.06,-0.11,-20.59
114115,-2.75,10.75,1687,1863,1796,1732,1462,10.43,6.46,2.67,-13.34
114115,-2.75,10.75,1827,1823,1880,1378,1213,-0.22,2.9,-24.58,-33.61
114115,-2.75,10.75,1753,1837,1759,1613,1278,4.79,0.34,-7.99,-27.1
114115,-2.75,10.75,1751,1688,1773,1626,463,-3.6,1.26,-7.14,-73.56
114115,-2.75,10.75,1755,1726,1644,1729,1454,-1.65,-6.32,-1.48,-17.15
114115,-2.75,10.75,1862,1815,1945,1775,1498,-2.52,4.46,-4.67,-19.55
114115,-2.75,10.75,1707,1935,1675,1462,868,13.36,-1.87,-14.35,-49.15
114115,-2.75,10.75,1733,1831,1796,1589,1485,5.65,3.64,-8.31,-14.31
114115,-2.75,10.75,1642,1798,1875,1777,1621,9.5,14.19,8.22,-1.28
114115,-2.75,10.75,1732,2051,1527,1377,1514,18.42,-11.84,-20.5,-12.59
114115,-2.75,10.75,1781,1869,1657,1463,1513,4.94,-6.96,-17.86,-15.05
114115,-2.75,10.75,1784,1886,1740,1766,893,5.72,-2.47,-1.01,-49.94
114115,-2.75,10.75,1771,1908,1702,1072,1329,7.74,-3.9,-39.47,-24.96
114116,-2.25,10.75,1876,1829,1702,1928,1716,-2.51,-9.28,2.77,-8.53
114116,-2.25,10.75,1707,1951,1778,1725,1748,14.29,4.16,1.05,2.4
114116,-2.25,10.75,1766,1837,1864,1803,1564,4.02,5.55,2.1,-11.44
114116,-2.25,10.75,1753,1828,1872,1659,1437,4.28,6.79,-5.36,-18.03
114116,-2.25,10.75,1840,2024,1874,1575,1773,10,1.85,-14.4,-3.64
114116,-2.25,10.75,1692,1793,1692,1759,1679,5.97,0,3.96,-0.77
114116,-2.25,10.75,1832,1823,1796,1776,1420,-0.49,-1.97,-3.06,-22.49
114116,-2.25,10.75,1704,1867,1767,1740,1477,9.57,3.7,2.11,-13.32
114116,-2.25,10.75,1825,1800,1864,1386,1236,-1.37,2.14,-24.05,-32.27
114116,-2.25,10.75,1741,1814,1782,1642,1284,4.19,2.35,-5.69,-26.25
114116,-2.25,10.75,1762,1696,1743,1600,609,-3.75,-1.08,-9.19,-65.44
114116,-2.25,10.75,1744,1751,1639,1747,1464,0.4,-6.02,0.17,-16.06
114116,-2.25,10.75,1839,1793,1944,1750,1490,-2.5,5.71,-4.84,-18.98
114116,-2.25,10.75,1740,1926,1637,1440,943,10.69,-5.92,-17.24,-45.8
114116,-2.25,10.75,1727,1815,1764,1580,1497,5.1,2.14,-8.51,-13.32
114116,-2.25,10.75,1646,1761,1829,1773,1641,6.99,11.12,7.72,-0.3
114116,-2.25,10.75,1723,2033,1660,1455,1530,17.99,-3.66,-15.55,-11.2
114116,-2.25,10.75,1785,1809,1631,1607,1528,1.34,-8.63,-9.97,-14.4
114116,-2.25,10.75,1780,1854,1771,1777,971,4.16,-0.51,-0.17,-45.45
114116,-2.25,10.75,1777,1899,1819,1057,1383,6.87,2.36,-40.52,-22.17
114117,-1.75,10.75,1946,1771,1619,1885,1582,-8.99,-16.8,-3.13,-18.71
114117,-1.75,10.75,1685,1892,1702,1672,1628,12.28,1.01,-0.77,-3.38
114117,-1.75,10.75,1716,1729,1823,1664,1438,0.76,6.24,-3.03,-16.2
114117,-1.75,10.75,1608,1797,1825,1422,1196,11.75,13.5,-11.57,-25.62
114117,-1.75,10.75,1785,1940,1786,1519,1698,8.68,0.06,-14.9,-4.87
114117,-1.75,10.75,1655,1705,1627,1654,1595,3.02,-1.69,-0.06,-3.63
114117,-1.75,10.75,1750,1781,1723,1635,1399,1.77,-1.54,-6.57,-20.06
114117,-1.75,10.75,1720,1730,1678,1643,1370,0.58,-2.44,-4.48,-20.35
114117,-1.75,10.75,1774,1683,1797,1228,953,-5.13,1.3,-30.78,-46.28
114117,-1.75,10.75,1695,1767,1701,1604,1131,4.25,0.35,-5.37,-33.27
114117,-1.75,10.75,1715,1589,1691,1589,322,-7.35,-1.4,-7.35,-81.22
114117,-1.75,10.75,1678,1710,1569,1669,1285,1.91,-6.5,-0.54,-23.42
114117,-1.75,10.75,1769,1693,1867,1730,1398,-4.3,5.54,-2.2,-20.97
114117,-1.75,10.75,1666,1804,1548,1343,849,8.28,-7.08,-19.39,-49.04
114117,-1.75,10.75,1696,1747,1713,1520,1427,3.01,1,-10.38,-15.86
114117,-1.75,10.75,1595,1720,1762,1567,1553,7.84,10.47,-1.76,-2.63
114117,-1.75,10.75,1687,1959,1535,1180,1426,16.12,-9.01,-30.05,-15.47
114117,-1.75,10.75,1744,1734,1418,1381,1382,-0.57,-18.69,-20.81,-20.76
114117,-1.75,10.75,1757,1778,1670,1576,743,1.2,-4.95,-10.3,-57.71
114117,-1.75,10.75,1740,1815,1736,920,1336,4.31,-0.23,-47.13,-23.22
114118,-1.25,10.75,1799,1750,1084,1877,1511,-2.72,-39.74,4.34,-16.01
114118,-1.25,10.75,1614,1817,1604,1622,1555,12.58,-0.62,0.5,-3.66
114118,-1.25,10.75,1734,1628,1788,1627,1299,-6.11,3.11,-6.17,-25.09
114118,-1.25,10.75,1638,1760,1734,1085,946,7.45,5.86,-33.76,-42.25
114118,-1.25,10.75,1779,1920,1688,1470,1629,7.93,-5.12,-17.37,-8.43
114118,-1.25,10.75,1648,1694,1598,1635,1521,2.79,-3.03,-0.79,-7.71
114118,-1.25,10.75,1673,1751,1636,1507,1330,4.66,-2.21,-9.92,-20.5
114118,-1.25,10.75,1612,1552,1521,1477,1332,-3.72,-5.65,-8.37,-17.37
114118,-1.25,10.75,1750,1547,1737,1104,718,-11.6,-0.74,-36.91,-58.97
114118,-1.25,10.75,1661,1706,1606,1521,867,2.71,-3.31,-8.43,-47.8
114118,-1.25,10.75,1666,1494,1645,1588,216,-10.32,-1.26,-4.68,-87.03
114118,-1.25,10.75,1714,1691,1521,1660,1074,-1.34,-11.26,-3.15,-37.34
114118,-1.25,10.75,1738,1580,1734,1710,1287,-9.09,-0.23,-1.61,-25.95
114118,-1.25,10.75,1656,1677,1407,1280,680,1.27,-15.04,-22.71,-58.94
114118,-1.25,10.75,1566,1636,1661,1391,1361,4.47,6.07,-11.17,-13.09
114118,-1.25,10.75,1502,1637,1600,1382,1441,8.99,6.52,-7.99,-4.06
114118,-1.25,10.75,1809,1812,1369,1050,1356,0.17,-24.32,-41.96,-25.04
114118,-1.25,10.75,1763,1675,1245,1254,1175,-4.99,-29.38,-28.87,-33.35
114118,-1.25,10.75,1702,1690,1566,1408,571,-0.71,-7.99,-17.27,-66.45
114118,-1.25,10.75,1710,1695,1428,799,1265,-0.88,-16.49,-53.27,-26.02
114119,-0.75,10.75,1936,1768,1224,1870,1504,-8.68,-36.78,-3.41,-22.31
114119,-0.75,10.75,1635,1840,1639,1609,1582,12.54,0.24,-1.59,-3.24
114119,-0.75,10.75,1747,1633,1820,1624,1322,-6.53,4.18,-7.04,-24.33
114119,-0.75,10.75,1704,1776,1775,1182,993,4.23,4.17,-30.63,-41.73
114119,-0.75,10.75,1764,1909,1702,1496,1656,8.22,-3.51,-15.19,-6.12
114119,-0.75,10.75,1651,1705,1620,1656,1542,3.27,-1.88,0.3,-6.6
114119,-0.75,10.75,1687,1764,1656,1549,1351,4.56,-1.84,-8.18,-19.92
114119,-0.75,10.75,1619,1583,1610,1481,1388,-2.22,-0.56,-8.52,-14.27
114119,-0.75,10.75,1743,1624,1758,1170,766,-6.83,0.86,-32.87,-56.05
114119,-0.75,10.75,1670,1722,1677,1553,894,3.11,0.42,-7.01,-46.47
114119,-0.75,10.75,1678,1537,1662,1584,226,-8.4,-0.95,-5.6,-86.53
114119,-0.75,10.75,1644,1724,1556,1673,1114,4.87,-5.35,1.76,-32.24
114119,-0.75,10.75,1725,1594,1773,1725,1360,-7.59,2.78,0,-21.16
114119,-0.75,10.75,1656,1703,1458,1305,724,2.84,-11.96,-21.2,-56.28
114119,-0.75,10.75,1554,1679,1661,1413,1394,8.04,6.89,-9.07,-10.3
114119,-0.75,10.75,1573,1664,1638,1409,1470,5.79,4.13,-10.43,-6.55
114119,-0.75,10.75,1814,1864,1464,1104,1390,2.76,-19.29,-39.14,-23.37
114119,-0.75,10.75,1732,1691,1383,1337,1214,-2.37,-20.15,-22.81,-29.91
114119,-0.75,10.75,1681,1713,1624,1437,612,1.9,-3.39,-14.52,-63.59
114119,-0.75,10.75,1661,1699,1683,830,1282,2.29,1.32,-50.03,-22.82
114120,-0.25,10.75,1916,1740,1248,1866,1529,-9.19,-34.86,-2.61,-20.2
114120,-0.25,10.75,1634,1810,1653,1568,1601,10.77,1.16,-4.04,-2.02
114120,-0.25,10.75,1752,1682,1810,1610,1301,-4,3.31,-8.11,-25.74
114120,-0.25,10.75,1734,1758,1734,1302,1149,1.38,0,-24.91,-33.74
114120,-0.25,10.75,1681,1925,1718,1518,1663,14.52,2.2,-9.7,-1.07
114120,-0.25,10.75,1650,1678,1608,1674,1569,1.7,-2.55,1.45,-4.91
114120,-0.25,10.75,1696,1722,1665,1522,1314,1.53,-1.83,-10.26,-22.52
114120,-0.25,10.75,1615,1588,1648,1491,1451,-1.67,2.04,-7.68,-10.15
114120,-0.25,10.75,1718,1643,1740,1145,837,-4.37,1.28,-33.35,-51.28
114120,-0.25,10.75,1782,1722,1631,1567,891,-3.37,-8.47,-12.07,-50
114120,-0.25,10.75,1655,1613,1635,1587,313,-2.54,-1.21,-4.11,-81.09
114120,-0.25,10.75,1695,1696,1559,1674,1146,0.06,-8.02,-1.24,-32.39
114120,-0.25,10.75,1711,1614,1768,1680,1378,-5.67,3.33,-1.81,-19.46
114120,-0.25,10.75,1605,1732,1486,1265,799,7.91,-7.41,-21.18,-50.22
114120,-0.25,10.75,1578,1633,1617,1359,1448,3.49,2.47,-13.88,-8.24
114120,-0.25,10.75,1624,1662,1621,1469,1479,2.34,-0.18,-9.54,-8.93
114120,-0.25,10.75,1778,1855,1596,1189,1422,4.33,-10.24,-33.13,-20.02
114120,-0.25,10.75,1764,1625,1415,1473,1206,-7.88,-19.78,-16.5,-31.63
114120,-0.25,10.75,1677,1711,1656,1439,634,2.03,-1.25,-14.19,-62.19
114120,-0.25,10.75,1671,1765,1671,886,1316,5.63,0,-46.98,-21.24
114835,-2.75,10.25,1971,1769,1952,1886,1659,-10.25,-0.96,-4.31,-15.83
114835,-2.75,10.25,1662,1887,1763,1656,1619,13.54,6.08,-0.36,-2.59
114835,-2.75,10.25,1692,1816,1862,1688,1545,7.33,10.05,-0.24,-8.69
114835,-2.75,10.25,1598,1830,1831,1341,1560,14.52,14.58,-16.08,-2.38
114835,-2.75,10.25,1768,1903,1844,1587,1697,7.64,4.3,-10.24,-4.02
114835,-2.75,10.25,1719,1750,1690,1717,1556,1.8,-1.69,-0.12,-9.48
114835,-2.75,10.25,1775,1831,1787,1749,1431,3.15,0.68,-1.46,-19.38
114835,-2.75,10.25,1689,1855,1814,1718,1327,9.83,7.4,1.72,-21.43
114835,-2.75,10.25,1753,1841,1844,1423,1349,5.02,5.19,-18.82,-23.05
114835,-2.75,10.25,1720,1816,1788,1642,1369,5.58,3.95,-4.53,-20.41
114835,-2.75,10.25,1826,1743,1741,1609,487,-4.55,-4.65,-11.88,-73.33
114835,-2.75,10.25,1775,1739,1695,1684,1435,-2.03,-4.51,-5.13,-19.15
114835,-2.75,10.25,1834,1764,1879,1762,1487,-3.82,2.45,-3.93,-18.92
114835,-2.75,10.25,1711,1863,1629,1476,971,8.88,-4.79,-13.73,-43.25
114835,-2.75,10.25,1797,1808,1740,1541,1497,0.61,-3.17,-14.25,-16.69
114835,-2.75,10.25,1648,1717,1837,1785,1576,4.19,11.47,8.31,-4.37
114835,-2.75,10.25,1882,1995,1406,1418,1529,6,-25.29,-24.65,-18.76
114835,-2.75,10.25,1829,1801,1765,1540,1539,-1.53,-3.5,-15.8,-15.86
114835,-2.75,10.25,1693,1846,1743,1795,978,9.04,2.95,6.02,-42.23
114835,-2.75,10.25,1681,1875,1303,1195,1341,11.54,-22.49,-28.91,-20.23
114836,-2.25,10.25,1887,1774,1957,1888,1705,-5.99,3.71,0.05,-9.64
114836,-2.25,10.25,1734,1887,1773,1705,1727,8.82,2.25,-1.67,-0.4
114836,-2.25,10.25,1764,1808,1866,1737,1554,2.49,5.78,-1.53,-11.9
114836,-2.25,10.25,1606,1811,1835,1709,1635,12.76,14.26,6.41,1.81
114836,-2.25,10.25,1821,1959,1851,1596,1726,7.58,1.65,-12.36,-5.22
114836,-2.25,10.25,1662,1750,1662,1720,1614,5.29,0,3.49,-2.89
114836,-2.25,10.25,1798,1831,1803,1733,1408,1.84,0.28,-3.62,-21.69
114836,-2.25,10.25,1683,1865,1803,1740,1403,10.81,7.13,3.39,-16.64
114836,-2.25,10.25,1810,1810,1855,1447,1362,0,2.49,-20.06,-24.75
114836,-2.25,10.25,1714,1806,1795,1657,1416,5.37,4.73,-3.33,-17.39
114836,-2.25,10.25,1716,1765,1726,1576,564,2.86,0.58,-8.16,-67.13
114836,-2.25,10.25,1704,1785,1684,1694,1553,4.75,-1.17,-0.59,-8.86
114836,-2.25,10.25,1838,1782,1906,1767,1456,-3.05,3.7,-3.86,-20.78
114836,-2.25,10.25,1676,1889,1644,1467,1030,12.71,-1.91,-12.47,-38.54
114836,-2.25,10.25,1724,1810,1719,1564,1513,4.99,-0.29,-9.28,-12.24
114836,-2.25,10.25,1660,1725,1789,1761,1612,3.92,7.77,6.08,-2.89
114836,-2.25,10.25,1703,2006,1729,1483,1580,17.79,1.53,-12.92,-7.22
114836,-2.25,10.25,1767,1765,1728,1648,1589,-0.11,-2.21,-6.73,-10.07
114836,-2.25,10.25,1758,1805,1756,1808,1095,2.67,-0.11,2.84,-37.71
114836,-2.25,10.25,1739,1881,1823,1229,1396,8.17,4.83,-29.33,-19.72
114837,-1.75,10.25,1918,1736,1782,1862,1621,-9.49,-7.09,-2.92,-15.48
114837,-1.75,10.25,1659,1844,1727,1657,1616,11.15,4.1,-0.12,-2.59
114837,-1.75,10.25,1739,1731,1837,1627,1501,-0.46,5.64,-6.44,-13.69
114837,-1.75,10.25,1703,1787,1811,1593,1403,4.93,6.34,-6.46,-17.62
114837,-1.75,10.25,1789,1894,1781,1521,1665,5.87,-0.45,-14.98,-6.93
114837,-1.75,10.25,1638,1709,1636,1641,1572,4.33,-0.12,0.18,-4.03
114837,-1.75,10.25,1738,1803,1738,1661,1424,3.74,0,-4.43,-18.07
114837,-1.75,10.25,1628,1786,1762,1656,1297,9.71,8.23,1.72,-20.33
114837,-1.75,10.25,1779,1730,1814,1328,1186,-2.75,1.97,-25.35,-33.33
114837,-1.75,10.25,1677,1748,1740,1643,1257,4.23,3.76,-2.03,-25.04
114837,-1.75,10.25,1684,1703,1706,1565,323,1.13,1.31,-7.07,-80.82
114837,-1.75,10.25,1668,1740,1584,1649,1353,4.32,-5.04,-1.14,-18.88
114837,-1.75,10.25,1815,1732,1835,1731,1396,-4.57,1.1,-4.63,-23.09
114837,-1.75,10.25,1668,1822,1574,1433,905,9.23,-5.64,-14.09,-45.74
114837,-1.75,10.25,1670,1769,1690,1512,1448,5.93,1.2,-9.46,-13.29
114837,-1.75,10.25,1596,1689,1714,1574,1580,5.83,7.39,-1.38,-1
114837,-1.75,10.25,1683,1953,1602,1236,1455,16.04,-4.81,-26.56,-13.55
114837,-1.75,10.25,1729,1726,1558,1429,1428,-0.17,-9.89,-17.35,-17.41
114837,-1.75,10.25,1739,1759,1665,1700,823,1.15,-4.26,-2.24,-52.67
114837,-1.75,10.25,1709,1817,1542,1008,1320,6.32,-9.77,-41.02,-22.76
114838,-1.25,10.25,1822,1713,1539,1820,1505,-5.98,-15.53,-0.11,-17.4
114838,-1.25,10.25,1597,1742,1641,1607,1496,9.08,2.76,0.63,-6.32
114838,-1.25,10.25,1704,1631,1798,1554,1311,-4.28,5.52,-8.8,-23.06
114838,-1.25,10.25,1589,1742,1725,1337,1149,9.63,8.56,-15.86,-27.69
114838,-1.25,10.25,1758,1845,1652,1473,1582,4.95,-6.03,-16.21,-10.01
114838,-1.25,10.25,1613,1665,1582,1603,1465,3.22,-1.92,-0.62,-9.18
114838,-1.25,10.25,1583,1738,1626,1513,1322,9.79,2.72,-4.42,-16.49
114838,-1.25,10.25,1563,1592,1644,1484,1226,1.86,5.18,-5.05,-21.56
114838,-1.25,10.25,1747,1597,1727,1171,864,-8.59,-1.14,-32.97,-50.54
114838,-1.25,10.25,1609,1721,1649,1537,1010,6.96,2.49,-4.47,-37.23
114838,-1.25,10.25,1634,1576,1637,1529,212,-3.55,0.18,-6.43,-87.03
114838,-1.25,10.25,1645,1710,1493,1608,1074,3.95,-9.24,-2.25,-34.71
114838,-1.25,10.25,1710,1616,1692,1674,1277,-5.5,-1.05,-2.11,-25.32
114838,-1.25,10.25,1651,1677,1402,1327,690,1.57,-15.08,-19.62,-58.21
114838,-1.25,10.25,1570,1683,1619,1303,1338,7.2,3.12,-17.01,-14.78
114838,-1.25,10.25,1490,1597,1568,1419,1426,7.18,5.23,-4.77,-4.3
114838,-1.25,10.25,1652,1828,1521,1055,1361,10.65,-7.93,-36.14,-17.62
114838,-1.25,10.25,1689,1672,1359,1292,1185,-1.01,-19.54,-23.51,-29.84
114838,-1.25,10.25,1631,1687,1532,1540,595,3.43,-6.07,-5.58,-63.52
114838,-1.25,10.25,1683,1674,1708,851,1214,-0.53,1.49,-49.44,-27.87
114839,-0.75,10.25,1830,1709,1630,1802,1486,-6.61,-10.93,-1.53,-18.8
114839,-0.75,10.25,1596,1725,1628,1601,1533,8.08,2.01,0.31,-3.95
114839,-0.75,10.25,1743,1647,1802,1577,1323,-5.51,3.38,-9.52,-24.1
114839,-0.75,10.25,1696,1770,1740,1347,1191,4.36,2.59,-20.58,-29.78
114839,-0.75,10.25,1743,1848,1719,1487,1594,6.02,-1.38,-14.69,-8.55
114839,-0.75,10.25,1592,1662,1593,1615,1462,4.4,0.06,1.44,-8.17
114839,-0.75,10.25,1567,1736,1652,1527,1306,10.78,5.42,-2.55,-16.66
114839,-0.75,10.25,1562,1613,1709,1508,1281,3.27,9.41,-3.46,-17.99
114839,-0.75,10.25,1729,1630,1722,1151,892,-5.73,-0.4,-33.43,-48.41
114839,-0.75,10.25,1608,1698,1647,1550,1037,5.6,2.43,-3.61,-35.51
114839,-0.75,10.25,1634,1633,1634,1526,229,-0.06,0,-6.61,-85.99
114839,-0.75,10.25,1616,1728,1523,1620,1144,6.93,-5.75,0.25,-29.21
114839,-0.75,10.25,1745,1654,1717,1680,1326,-5.21,-1.6,-3.72,-24.01
114839,-0.75,10.25,1633,1704,1418,1317,741,4.35,-13.17,-19.35,-54.62
114839,-0.75,10.25,1546,1675,1591,1375,1366,8.34,2.91,-11.06,-11.64
114839,-0.75,10.25,1503,1616,1582,1448,1461,7.52,5.26,-3.66,-2.79
114839,-0.75,10.25,1645,1861,1523,1067,1381,13.13,-7.42,-35.14,-16.05
114839,-0.75,10.25,1673,1663,1480,1350,1222,-0.6,-11.54,-19.31,-26.96
114839,-0.75,10.25,1599,1693,1567,1575,613,5.88,-2,-1.5,-61.66
114839,-0.75,10.25,1662,1665,1608,875,1238,0.18,-3.25,-47.35,-25.51
114840,-0.25,10.25,1880,1718,1731,1806,1581,-8.62,-7.93,-3.94,-15.9
114840,-0.25,10.25,1615,1715,1666,1586,1593,6.19,3.16,-1.8,-1.36
114840,-0.25,10.25,1656,1691,1821,1579,1340,2.11,9.96,-4.65,-19.08
114840,-0.25,10.25,1664,1754,1715,1411,1310,5.41,3.06,-15.2,-21.27
114840,-0.25,10.25,1673,1874,1745,1503,1594,12.01,4.3,-10.16,-4.72
114840,-0.25,10.25,1679,1650,1597,1644,1465,-1.73,-4.88,-2.08,-12.75
114840,-0.25,10.25,1581,1718,1667,1504,1284,8.67,5.44,-4.87,-18.79
114840,-0.25,10.25,1640,1634,1729,1560,1362,-0.37,5.43,-4.88,-16.95
114840,-0.25,10.25,1752,1690,1732,1182,990,-3.54,-1.14,-32.53,-43.49
114840,-0.25,10.25,1734,1678,1629,1550,1065,-3.23,-6.06,-10.61,-38.58
114840,-0.25,10.25,1676,1656,1632,1544,305,-1.19,-2.63,-7.88,-81.8
114840,-0.25,10.25,1661,1731,1542,1648,1192,4.21,-7.16,-0.78,-28.24
114840,-0.25,10.25,1703,1652,1735,1663,1338,-2.99,1.88,-2.35,-21.43
114840,-0.25,10.25,1660,1735,1435,1289,815,4.52,-13.55,-22.35,-50.9
114840,-0.25,10.25,1667,1690,1573,1362,1422,1.38,-5.64,-18.3,-14.7
114840,-0.25,10.25,1539,1645,1595,1468,1501,6.89,3.64,-4.61,-2.47
114840,-0.25,10.25,1755,1872,1563,1183,1443,6.67,-10.94,-32.59,-17.78
114840,-0.25,10.25,1731,1633,1509,1493,1221,-5.66,-12.82,-13.75,-29.46
114840,-0.25,10.25,1589,1696,1634,1592,681,6.73,2.83,0.19,-57.14
114840,-0.25,10.25,1671,1730,1631,906,1330,3.53,-2.39,-45.78,-20.41
114841,0.25,10.25,1769,1680,1688,1778,1522,-5.03,-4.58,0.51,-13.96
114841,0.25,10.25,1592,1651,1593,1568,1546,3.71,0.06,-1.51,-2.89
114841,0.25,10.25,1592,1683,1776,1575,1296,5.72,11.56,-1.07,-18.59
114841,0.25,10.25,1694,1689,1655,1361,1289,-0.3,-2.3,-19.66,-23.91
114841,0.25,10.25,1681,1826,1740,1435,1559,8.63,3.51,-14.63,-7.26
114841,0.25,10.25,1536,1595,1581,1594,1475,3.84,2.93,3.78,-3.97
114841,0.25,10.25,1518,1639,1649,1430,1292,7.97,8.63,-5.8,-14.89
114841,0.25,10.25,1547,1521,1712,1512,1281,-1.68,10.67,-2.26,-17.19
114841,0.25,10.25,1667,1632,1704,1130,919,-2.1,2.22,-32.21,-44.87
114841,0.25,10.25,1569,1628,1572,1482,1044,3.76,0.19,-5.54,-33.46
114841,0.25,10.25,1639,1573,1592,1486,247,-4.03,-2.87,-9.33,-84.93
114841,0.25,10.25,1572,1664,1507,1561,1181,5.85,-4.13,-0.7,-24.87
114841,0.25,10.25,1656,1614,1684,1628,1272,-2.54,1.69,-1.69,-23.19
114841,0.25,10.25,1569,1685,1410,1246,778,7.39,-10.13,-20.59,-50.41
114841,0.25,10.25,1532,1634,1540,1309,1391,6.66,0.52,-14.56,-9.2
114841,0.25,10.25,1512,1577,1513,1417,1437,4.3,0.07,-6.28,-4.96
114841,0.25,10.25,1597,1815,1552,1008,1408,13.65,-2.82,-36.88,-11.83
114841,0.25,10.25,1640,1570,1413,1378,1158,-4.27,-13.84,-15.98,-29.39
114841,0.25,10.25,1640,1674,1562,1477,640,2.07,-4.76,-9.94,-60.98
114841,0.25,10.25,1598,1716,1501,832,1263,7.38,-6.07,-47.93,-20.96
115555,-2.75,9.75,1931,1699,1971,1851,1586,-12.01,2.07,-4.14,-17.87
115555,-2.75,9.75,1606,1816,1695,1583,1717,13.08,5.54,-1.43,6.91
115555,-2.75,9.75,1668,1739,1781,1623,1491,4.26,6.77,-2.7,-10.61
115555,-2.75,9.75,1585,1753,1779,1616,1632,10.6,12.24,1.96,2.97
115555,-2.75,9.75,1726,1832,1800,1532,1698,6.14,4.29,-11.24,-1.62
115555,-2.75,9.75,1590,1674,1605,1669,1580,5.28,0.94,4.97,-0.63
115555,-2.75,9.75,1725,1738,1751,1684,1372,0.75,1.51,-2.38,-20.46
115555,-2.75,9.75,1652,1763,1785,1722,1295,6.72,8.05,4.24,-21.61
115555,-2.75,9.75,1771,1756,1800,1344,1449,-0.85,1.64,-24.11,-18.18
115555,-2.75,9.75,1661,1735,1731,1621,1403,4.46,4.21,-2.41,-15.53
115555,-2.75,9.75,1668,1666,1661,1589,556,-0.12,-0.42,-4.74,-66.67
115555,-2.75,9.75,1671,1697,1630,1653,1565,1.56,-2.45,-1.08,-6.34
115555,-2.75,9.75,1753,1700,1815,1715,1469,-3.02,3.54,-2.17,-16.2
115555,-2.75,9.75,1659,1817,1612,1423,1200,9.52,-2.83,-14.23,-27.67
115555,-2.75,9.75,1652,1747,1662,1553,1476,5.75,0.61,-5.99,-10.65
115555,-2.75,9.75,1594,1620,1762,1721,1552,1.63,10.54,7.97,-2.63
115555,-2.75,9.75,1636,1916,1671,1466,1482,17.11,2.14,-10.39,-9.41
115555,-2.75,9.75,1694,1711,1754,1571,1650,1,3.54,-7.26,-2.6
115555,-2.75,9.75,1652,1761,1724,1748,1029,6.6,4.36,5.81,-37.71
115555,-2.75,9.75,1708,1774,1394,1312,1374,3.86,-18.38,-23.19,-19.56
115557,-1.75,9.75,1851,1710,1977,1854,1584,-7.62,6.81,0.16,-14.42
115557,-1.75,9.75,1598,1804,1743,1630,1714,12.89,9.07,2,7.26
115557,-1.75,9.75,1740,1752,1808,1614,1501,0.69,3.91,-7.24,-13.74
115557,-1.75,9.75,1692,1762,1782,1725,1608,4.14,5.32,1.95,-4.96
115557,-1.75,9.75,1764,1880,1804,1556,1697,6.58,2.27,-11.79,-3.8
115557,-1.75,9.75,1624,1673,1606,1682,1604,3.02,-1.11,3.57,-1.23
115557,-1.75,9.75,1641,1733,1781,1688,1390,5.61,8.53,2.86,-15.3
115557,-1.75,9.75,1640,1783,1805,1726,1291,8.72,10.06,5.24,-21.28
115557,-1.75,9.75,1776,1735,1800,1339,1353,-2.31,1.35,-24.61,-23.82
115557,-1.75,9.75,1656,1732,1737,1640,1396,4.59,4.89,-0.97,-15.7
115557,-1.75,9.75,1676,1690,1671,1581,425,0.84,-0.3,-5.67,-74.64
115557,-1.75,9.75,1671,1727,1624,1633,1495,3.35,-2.81,-2.27,-10.53
115557,-1.75,9.75,1714,1714,1852,1716,1452,0,8.05,0.12,-15.29
115557,-1.75,9.75,1678,1815,1626,1448,1145,8.16,-3.1,-13.71,-31.76
115557,-1.75,9.75,1684,1743,1656,1501,1509,3.5,-1.66,-10.87,-10.39
115557,-1.75,9.75,1614,1660,1742,1716,1605,2.85,7.93,6.32,-0.56
115557,-1.75,9.75,1667,1924,1733,1470,1480,15.42,3.96,-11.82,-11.22
115557,-1.75,9.75,1711,1687,1748,1582,1570,-1.4,2.16,-7.54,-8.24
115557,-1.75,9.75,1720,1730,1758,1739,1014,0.58,2.21,1.1,-41.05
115557,-1.75,9.75,1706,1806,1644,1313,1367,5.86,-3.63,-23.04,-19.87
115558,-1.25,9.75,1792,1701,1865,1809,1506,-5.08,4.07,0.95,-15.96
115558,-1.25,9.75,1537,1755,1682,1588,1577,14.18,9.43,3.32,2.6
115558,-1.25,9.75,1697,1682,1775,1542,1356,-0.88,4.6,-9.13,-20.09
115558,-1.25,9.75,1586,1724,1739,1519,1383,8.7,9.65,-4.22,-12.8
115558,-1.25,9.75,1727,1819,1728,1508,1629,5.33,0.06,-12.68,-5.67
115558,-1.25,9.75,1598,1614,1569,1644,1497,1,-1.81,2.88,-6.32
115558,-1.25,9.75,1581,1683,1670,1627,1303,6.45,5.63,2.91,-17.58
